DrugBank ID,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99
DB00257,-1.894,0.2404,-1.1438,0.6059,-0.0888,-0.0936,0.7647,0.1589,-0.1131,-0.0517,0.1432,-0.757,-0.6519,-0.3275,0.0474,-0.5731,-0.1792,0.2601,0.0787,-0.2201,0.2898,0.4952,0.5723,0.0933,0.5148,-0.2723,0.2132,0.7442,0.3421,-0.0747,-0.43,0.004,-0.2297,0.1628,0.666,0.1261,0.2656,0.218,0.0576,-0.2438,0.3908,-0.3009,0.1864,0.3232,-0.0273,0.1807,-0.1297,0.2464,-0.3716,0.0576,0.5969,0.1728,-0.2157,0.1222,0.1982,0.0525,0.4409,-0.4024,0.0682,0.1862,0.2023,0.0202,0.1407,0.4132,-0.0425,0.1505,0.042,0.295,-0.1954,-0.1962,0.1799,-0.6827,0.0195,-0.4936,0.0531,-0.3458,-0.2479,0.3217,0.0083,0.1806,0.2064,-0.1771,0.3305,0.2726,0.0536,0.0503,0.3495,0.2617,-0.1435,-0.0564,-0.0403,-0.1476,-0.1307,0.4135,0.1871,-0.0396,-0.1643,-0.2455,0.1114,-0.3926
DB00258,-0.9732,-1.4907,0.7135,0.3307,0.4192,-0.157,-0.4405,-0.6005,0.2794,0.4666,-0.3183,0.1245,0.0817,-0.3965,0.1869,0.2727,0.4656,0.0025,-0.3308,-0.3897,0.3394,0.1786,-0.5384,0.055,-0.3421,-0.0383,0.2055,-0.0653,-0.0624,0.1719,-0.2004,-0.0677,0.09,0.0287,0.222,0.2355,-0.0487,-0.3289,-0.2038,-0.1161,0.0461,0.1152,0.2541,-0.2321,0.0195,-0.0398,0.0262,-0.1344,-0.025,-0.0151,0.0229,-0.0094,-0.0482,-0.1596,0.1159,0.2903,-0.1909,-0.1033,-0.1468,-0.0955,-0.0857,-0.0614,0.0724,-0.2926,0.1228,0.2292,-0.1711,0.1039,0.1045,-0.0302,-0.0437,0.1754,-0.2138,-0.0995,0.1339,-0.192,-0.1348,-0.0279,-0.0994,-0.036,0.1159,0.0489,-0.135,0.0889,-0.0055,-0.0089,-0.0845,0.3208,0.3149,0.18,-0.1504,0.269,0.0401,-0.1417,0.0875,0.1249,0.0041,0.2197,-0.1781,0.0483
DB00259,-1.4112,-0.9197,0.195,0.0542,0.5128,0.1108,-0.0192,-0.6559,-0.2977,0.3214,-1.027,0.4646,-0.6686,0.3575,0.1409,0.7325,0.173,0.1474,-0.1846,0.6949,-0.7693,-0.3308,0.2423,-0.8236,0.64,0.3078,0.5803,0.0975,0.4509,-0.0946,0.0723,0.1144,0.2099,0.0039,-0.2711,0.0348,0.3439,0.2388,0.0454,0.513,0.2712,-0.1609,0.5023,0.2332,-0.1681,0.2356,-0.2546,-0.1107,-0.0261,0.2226,-0.206,-0.0153,-0.1335,0.1849,0.0826,-0.062,-0.2756,-0.2613,0.1922,0.0268,0.2953,0.1621,0.485,-0.0149,0.0592,0.1842,0.1126,0.0422,-0.1053,0.051,-0.0453,0.0544,0.2272,0.1257,-0.0631,0.1301,-0.026,0.2239,-0.011,-0.0436,0.0018,-0.3498,0.2543,-0.0264,-0.0631,-0.1771,0.1376,-0.1656,-0.1213,-0.1071,0.0398,-0.1546,0.2663,-0.09,-0.0525,-0.1917,0.1553,0.1203,-0.1171,0.3598
DB00261,-0.5517,-0.3955,-1.3931,0.3854,0.3455,0.393,0.8162,-0.4054,-0.2688,0.129,-0.5306,0.1772,0.2649,-0.5781,0.1501,-0.0916,-0.6571,-0.1228,-0.5113,-0.2773,-0.0107,0.2431,0.4067,-0.0864,-0.0093,0.4752,-0.364,-0.0371,0.0351,0.1825,0.3541,-0.0604,-0.3719,-0.3826,-0.4449,0.1994,0.1287,0.6169,0.0163,-0.0546,0.3596,0.5762,-0.0198,0.3438,0.3751,0.0618,0.3826,0.061,-0.1537,0.4526,0.2384,0.1121,-0.6003,-0.1048,-0.4679,0.2499,0.462,0.0883,-0.2101,-0.4665,0.0412,0.1108,0.2675,0.5641,0.1872,0.0874,0.2295,0.0372,-0.2322,-0.6639,-0.0585,-0.0317,0.2848,-0.403,-0.1799,-0.037,-0.3054,0.2586,-0.1054,-0.1663,-0.2402,-0.2976,0.3049,-0.0664,0.3296,-0.0753,0.4458,-0.1482,0.0384,0.5849,0.0638,0.0264,0.028,-0.0147,0.1131,0.2162,-0.2988,0.0182,0.004,-0.1856
DB00262,-1.0437,-0.899,0.8277,0.1127,0.2378,0.3724,0.0986,-0.453,0.6124,0.1991,0.3228,0.7294,-0.7467,-0.3267,0.752,-0.0533,0.5275,-0.4721,-0.2281,-0.5445,0.1033,0.0805,0.0918,0.5499,-0.5108,0.2717,-0.6078,-0.0543,0.3053,0.6312,0.2084,-0.1208,0.085,-0.3329,0.1683,-0.0365,-0.0655,0.0787,-0.0959,0.0808,-0.0302,0.2199,0.0732,0.3971,0.5161,0.0236,0.2145,-0.1388,-0.1065,0.2126,0.0406,-0.2393,0.5265,-0.0778,-0.1,0.1675,0.1108,0.565,-0.1161,-0.127,-0.3458,0.002,0.0135,-0.2328,-0.156,0.1164,0.4039,-0.0164,-0.3626,-0.0498,0.282,0.283,-0.0839,0.1431,-0.0303,-0.3112,-0.0244,-0.4968,0.1001,-0.1814,-0.0616,0.4901,0.2249,-0.4613,0.2287,0.1513,0.2004,0.2137,-0.0149,-0.0333,-0.2629,0.0021,-0.2836,-0.2477,-0.3188,0.4468,0.0153,-0.4313,0.2082,-0.4316
DB00263,-1.0333,-0.3398,0.0443,-0.3854,1.2084,-0.0701,-0.1436,-0.5111,-0.5899,-0.4414,-1.0205,-0.0054,-0.8617,0.2105,1.0231,0.9936,0.3925,-0.2129,0.0577,0.9202,-0.9319,0.0909,-0.3005,-0.3834,0.6273,0.3505,0.7287,0.2206,0.6512,-0.4021,0.4058,0.1155,0.4523,-0.2456,-0.56,-0.1014,0.0986,-0.3944,-0.2707,0.5725,0.2585,-0.2581,0.3358,0.0997,-0.3755,0.3737,0.243,-0.4156,0.1651,0.3209,-0.4055,0.8708,-0.186,-0.2293,0.2711,0.1131,-0.5149,-0.0678,-0.0091,0.0568,0.241,0.1847,0.5438,0.3391,-0.3337,0.2697,0.1292,-0.2792,-0.7481,-0.336,-0.1638,-0.0818,-0.0246,0.2761,-0.0051,-0.4037,0.2325,0.2962,0.0685,0.0328,0.1892,-0.1852,0.1486,-0.0225,0.2667,-0.2192,0.0404,0.0253,-0.1358,-0.018,0.1886,-0.2106,0.268,0.0862,0.0677,-0.0397,-0.0403,-0.0504,0.1077,0.1422
DB00264,-0.8381,0.3269,1.4032,-1.5805,-0.4701,-0.2195,-0.9394,0.5598,-0.9002,-0.5845,0.9221,-0.6383,-0.4187,0.5857,-0.0372,0.6063,-0.7657,-0.4166,-1.1271,-0.5009,-0.4944,0.4995,0.1155,-0.1636,-0.7147,0.0182,-0.7031,-0.7824,-0.3162,0.2212,0.3163,0.6443,0.7381,-0.6364,0.0644,-0.8423,-0.2717,0.533,0.7849,-0.2939,0.4048,-0.2127,0.0984,-0.2114,-0.1633,-0.1926,0.1268,-0.1668,0.1572,-0.0055,0.0048,0.3364,-0.1381,0.0534,0.4935,-0.1358,0.0242,-0.0878,-0.3009,-0.3148,-0.1874,0.1894,0.1374,-0.0279,0.2637,-0.0749,0.1912,0.307,-0.2066,-0.0303,0.4413,-0.5004,-0.3526,-0.231,-0.3792,0.0695,0.0264,0.0777,0.4606,0.0724,0.5948,0.0463,-0.1995,-0.0461,-0.1817,-0.1994,0.1974,-0.0309,0.2676,-0.5828,-0.4366,-0.1873,-0.3405,0.4617,0.0702,-0.4253,0.0129,0.5062,0.0842,0.2056
DB00266,-0.8808,-0.3115,0.0496,0.4574,-0.3161,-0.1133,0.1611,0.1707,-0.0955,0.4213,-0.8276,0.0019,0.5166,0.8509,-0.4447,0.0119,-0.0457,-0.0654,0.2111,-0.0612,-0.1577,0.5881,-0.4092,0.2724,0.0008,0.1274,-0.4278,0.6484,0.7419,-0.0297,-0.2045,0.2012,0.1769,-0.1459,0.3267,-0.1202,0.5266,-0.2647,-0.3868,0.2454,0.1924,0.2152,-0.6805,0.2036,0.5085,0.2282,-0.1278,-0.3194,0.0743,-0.2931,0.0064,0.178,0.1638,0.0408,-0.5024,0.4094,-0.1611,-0.1153,-0.2691,0.1196,-0.0773,0.0636,-0.241,0.1485,0.3663,0.2499,-0.1576,-0.2398,0.208,-0.2405,0.3056,-0.2699,-0.2544,0.1285,-0.1117,0.0132,-0.3893,-0.5898,0.1234,-0.2119,0.2416,-0.0549,-0.1945,-0.404,0.0641,-0.2171,-0.2844,-0.1701,-0.2485,0.3022,-0.2933,0.0646,-0.0527,0.0564,0.3381,0.0543,0.0466,0.0586,-0.186,-0.3413
DB00267,1.9928,1.1773,0.2055,1.9411,4.0295,-0.6996,-0.9975,0.5105,-0.9608,-1.7767,1.3007,1.8369,-0.2593,-0.2929,-1.3124,-0.4635,0.8379,0.3797,0.8826,0.5045,0.257,0.677,0.7312,-0.4619,-1.1175,-0.3646,-0.3206,0.21,-0.1377,0.5797,0.0089,-0.4369,0.5307,0.3989,-0.9071,-0.251,0.2946,0.3904,0.168,0.1524,0.1697,-0.4647,-0.1221,-0.1034,-0.1731,0.1876,-0.6249,0.3717,0.3617,0.2044,-0.3658,-0.2774,-0.1352,-0.4505,0.3454,-0.0768,-0.2799,-0.3978,-0.1064,-0.035,0.23,0.2551,-0.1218,-0.0274,0.0442,0.0459,-0.0695,0.3334,-0.2717,-0.4856,-0.1099,-0.0178,-0.0001,-0.4783,-0.0892,0.0806,-0.2202,-0.4906,0.4514,-0.1962,-0.0519,-0.1542,-0.322,0.1415,-0.0782,0.085,0.0087,-0.08,-0.116,0.159,-0.0084,0.1027,-0.0175,-0.3337,0.0012,0.2786,0.73,-0.0761,0.2181,0.0594
DB00268,-0.3088,-0.1973,-0.3539,0.2089,-1.0018,-0.1665,0.2135,0.0488,0.3063,-0.77,-0.6733,0.8866,1.033,-0.0763,0.5055,0.0223,-0.617,-0.3428,0.2683,0.1428,-0.0623,0.0834,0.4118,-0.0282,-0.2084,0.0249,-0.2616,-0.0197,0.0585,-0.138,0.3052,0.2127,-0.6308,-0.3661,-0.5107,0.0685,0.4006,0.3912,-0.33,0.2368,0.1762,0.7542,0.0963,0.4978,-0.0335,0.0568,0.0778,0.5519,-0.1257,0.3145,0.5554,-0.1926,-0.248,-0.029,0.0356,0.0417,0.2256,0.1189,-0.3961,-0.6918,0.267,0.0783,-0.0832,-0.1079,-0.0951,-0.2852,-0.283,-0.1976,-0.2949,-0.055,0.0415,0.3425,0.1777,0.2848,-0.1199,-0.2108,0.186,-0.0738,0.2139,0.1299,-0.0546,-0.1974,0.0805,-0.0936,0.2306,-0.148,-0.3439,0.1587,-0.3098,-0.3694,0.2512,0.1534,0.0355,0.1447,0.2082,-0.2078,-0.3543,0.6201,0.1681,0.2461
DB00270,0.3482,0.5623,0.5557,-0.426,0.4591,-1.0744,-0.2214,0.1269,-0.8845,0.0439,-0.9392,-0.5048,-0.3275,-0.8299,0.1601,0.3206,-0.505,0.3509,-0.2141,1.2832,1.1986,-0.5086,-0.0575,0.0317,-0.2193,0.1913,-0.4247,-0.5514,-0.5375,-0.7306,-0.3587,-0.1986,-0.3369,0.1136,-0.4812,-0.0423,0.4257,-0.3417,0.0133,-0.6146,0.5714,0.4794,0.4309,-0.4373,0.3935,0.0481,0.5011,-0.2141,0.3783,0.0562,-0.3347,0.4883,0.3006,-0.0663,-0.2018,-0.1044,-0.0472,0.2509,-0.2237,-0.0787,-0.6961,-0.2105,0.09,0.7874,0.2291,-0.3399,-0.4053,-0.265,-0.4443,-0.1836,0.5233,-0.5528,0.1216,0.0154,0.2142,-0.5257,0.7736,0.2289,0.8959,-0.0456,0.6042,0.3796,0.3122,-0.03,-0.1036,0.0038,0.0648,0.1938,-0.1892,0.4245,0.2499,-0.4246,0.3027,-0.1291,-0.0633,-0.1167,-0.6288,-0.5345,-0.2718,0.1995
DB00273,0.4112,-1.3599,0.2899,-0.2702,0.3094,0.2634,-0.4482,0.5762,-0.0717,0.3211,-0.6264,0.7655,-0.5152,-0.437,-0.0882,0.5769,0.1417,0.1067,-0.1999,0.301,-0.0056,0.1414,0.4726,-0.4754,0.3335,-0.1068,0.7731,0.0435,0.6689,-0.3944,0.2634,-0.0739,0.0335,-1.0817,-0.1428,0.2668,-0.5066,-0.1307,-0.32,0.1176,-0.1556,-0.3199,-0.1843,-0.1005,0.027,-0.1227,0.4391,0.0908,0.2492,-0.711,-0.225,-0.0293,-0.047,0.1714,-0.2805,-0.1735,-0.2452,0.3459,0.2784,0.3045,-0.278,-0.3212,-0.4099,-0.2264,0.1738,-0.2528,-0.1362,-0.0385,0.0712,0.0438,0.3425,-0.1189,-0.6571,-0.0232,0.011,-0.3084,-0.0139,0.2112,-0.5379,-0.3639,-0.7715,-0.0492,0.0079,0.1984,-0.0972,-0.2927,0.2373,0.0132,0.143,-0.4558,0.0476,-0.106,0.7509,-0.1281,-0.0042,0.266,0.0571,-0.3931,0.0502,0.0404
DB00274,1.4411,0.4997,0.0262,1.2185,2.1494,-0.2421,-1.0399,0.3801,-0.6421,-0.7423,0.6419,1.1182,0.5648,-0.3827,-0.3487,-0.8396,0.4686,-0.0502,-0.0494,-0.1976,0.6894,0.3991,0.8073,-0.0953,-1.302,-1.0664,0.2461,0.2561,0.2194,0.6277,0.8688,-0.8876,-0.0975,-0.3853,0.5845,-0.1394,0.864,0.0071,-0.3608,-0.025,-0.9226,-1.2233,-0.4509,0.0232,-0.6006,-0.5117,-0.0903,0.0396,1.2929,-0.6869,0.0561,-0.3088,-1.2405,-0.6405,-1.1121,-0.5927,-0.089,-0.8346,-0.1872,-0.5504,-0.0733,-0.9079,0.4687,-0.4084,-0.5044,-0.0467,-0.0652,0.058,-1.3251,-0.4809,-0.1091,-0.3574,-0.1878,0.2216,0.1862,0.3696,0.1125,0.041,0.5926,-1.0715,-0.084,-0.4481,0.0657,0.0207,-0.1147,-0.4189,-0.0546,-0.2908,0.2211,-0.0192,0.3744,-0.3007,-0.3173,-0.1641,-0.1064,-0.276,0.6868,-0.327,0.4292,0.0308
DB00275,-0.5974,1.6543,-0.3235,0.0847,0.2253,-0.3176,0.4982,-0.0539,0.9823,-0.5585,-0.024,-0.5247,0.3518,-0.0897,0.299,-0.1989,-0.4392,-0.0705,0.1801,0.7026,-0.2691,1.3035,0.3939,-0.0821,0.477,-0.3161,-1.1023,0.655,-1.143,1.0353,0.6663,-1.1562,0.4035,0.7864,0.7628,0.5753,-0.8721,-0.0184,-0.2945,0.21,0.0134,0.679,1.2215,-0.917,0.0178,-0.8478,0.4986,0.0378,0.5284,0.3751,-0.0902,-0.4426,-0.6343,0.6103,-0.1219,0.0989,0.6806,-1.0209,0.5467,-0.8372,-0.3129,-0.5757,0.3757,0.1493,0.4622,0.1101,-0.5607,-0.0921,0.5667,0.0257,0.0642,0.3483,-0.3121,-0.103,-0.104,-0.5178,0.5589,-0.2676,0.1713,-0.1522,0.4623,-0.0014,-0.2919,0.1611,0.0251,0.3754,0.1346,0.0771,0.1104,0.108,-0.1009,-0.1572,-0.4697,0.366,0.1364,-0.1043,0.4212,-0.0282,-0.2022,0.0872
DB00276,-0.7205,0.9483,-0.5301,-1.2657,0.2086,-0.7244,-0.4754,-0.3621,-0.6166,0.0188,-0.93,-0.2643,-0.3959,-0.4765,-0.5522,0.3499,0.7051,0.2624,0.5862,-0.2339,-0.8465,0.0096,-0.029,0.5265,0.8447,-0.4932,0.394,0.5354,0.7179,-0.3155,0.1571,-0.8169,0.0727,0.3691,-0.5041,-0.9867,0.3628,-0.2593,-0.2676,-0.5353,-0.1798,-0.1168,0.1589,-0.0267,-0.0709,0.4508,-0.237,-0.1255,-0.1702,-0.3046,0.0199,-0.6276,0.3362,0.2051,-0.5515,-0.5324,0.0298,-0.3687,-0.4241,0.2126,-0.8724,-0.3068,-0.2483,-0.2832,0.3837,-0.086,-0.4609,-0.0745,0.0784,0.1326,0.0431,-0.2982,-0.1912,-0.4632,0.0096,-0.008,0.1684,0.004,-0.4739,0.0327,-0.0751,-0.1962,-0.404,-0.053,0.1701,0.1314,0.0233,-0.1711,-0.0288,0.0224,0.4326,0.2271,0.2118,0.1471,-0.1209,0.1172,-0.4386,-0.6729,0.3406,0.4026
DB00277,-0.8118,-0.5755,-0.788,0.1044,0.9117,0.7047,0.0903,-0.5008,0.1637,-1.1092,-0.8473,-0.1569,1.0107,0.1899,0.0014,0.0618,-0.4207,0.5974,-0.7436,-0.2156,-0.1506,-0.046,-0.1977,-0.1469,-0.0454,-0.1347,0.1094,-0.2115,0.2764,-0.0087,-0.322,-0.2443,0.2439,-0.1458,-0.4658,0.004,-0.0703,0.2032,0.5646,-0.4558,0.0437,-0.0542,-0.4504,-0.0058,-0.033,0.105,-0.4649,-0.4241,-0.0556,0.3119,0.226,0.0652,0.0099,0.0847,0.351,-0.2551,0.4481,-0.2428,-0.2231,-0.5696,-0.1794,-0.1049,0.1667,0.0494,0.0424,0.0889,0.407,0.0809,0.1623,-0.336,-0.3381,0.5287,0.3522,0.3221,0.0911,-0.0949,-0.0543,0.1764,0.373,0.208,0.35,-0.0676,-0.1124,0.1861,0.1756,0.3037,0.1267,-0.2785,-0.0463,-0.0331,-0.0083,-0.0096,0.0685,-0.0443,-0.1996,-0.026,0.1393,-0.2474,-0.1065,0.1415
DB00278,1.481,1.4641,0.5536,0.7287,-0.1376,1.059,-0.2258,-0.2999,-0.0661,0.1721,-0.2237,-0.2387,-0.8318,0.0054,1.0583,-0.0201,0.6403,0.3036,0.3652,0.3708,-0.0223,-0.2193,0.8032,-0.1589,0.4569,0.1354,0.4995,-0.2259,-0.239,-0.6216,0.0753,-0.5313,-0.52,-0.0386,-0.4288,0.4716,0.888,0.0294,0.892,0.4355,-1.1169,0.7777,0.2183,0.6995,-0.2822,-0.18,0.7565,0.0411,-0.2532,-0.3783,-0.8145,0.0669,-0.3462,-0.2307,-0.1525,0.4496,-0.0667,-0.8998,-0.6229,-0.3285,-0.2883,0.783,-0.1393,-0.4456,-0.5717,0.4837,0.3761,-0.1064,0.6529,0.7708,0.3183,0.236,-0.3332,-0.1192,0.8766,-0.0683,0.1671,0.4429,-0.2086,-0.2749,-0.2172,0.8148,-0.3578,0.2537,0.2525,0.1154,-0.1235,0.5298,-0.016,-0.425,-0.1824,0.1869,-0.0857,-0.1968,-0.0026,-0.3882,-0.0092,0.1526,0.2291,-0.5643
DB00279,-0.4143,0.4226,1.5848,-0.4205,0.1127,-0.1517,0.0587,-0.4768,-0.0468,1.1092,0.1884,0.4852,0.1038,0.4068,-1.1565,-0.5386,0.0584,-0.5553,-0.8245,0.2361,-0.3701,0.1734,0.0254,-0.3902,0.3469,0.6647,0.5191,0.1778,-0.2543,0.1978,-0.227,0.3852,0.0242,-0.0225,0.1757,0.2914,0.1014,0.0692,0.2552,0.0017,-0.0989,0.0659,-0.7394,0.3062,-0.091,0.3539,-0.067,-0.3663,0.6995,-0.6824,0.3057,-0.2431,0.4585,-0.3078,0.1993,0.6529,-0.1344,-0.3661,0.0659,0.593,0.2016,0.0782,-0.2929,0.3434,1.2074,-0.2124,0.4635,0.1402,0.6044,-0.0683,0.7025,0.2108,0.2399,0.049,-0.2368,-0.5296,0.3363,-0.5766,-0.8925,-0.359,0.0733,-0.1664,0.424,-0.5638,-0.2762,0.136,0.15,0.4769,0.2393,-0.2425,0.0002,0.0203,0.6514,-0.0099,-0.3172,-0.2729,0.392,-0.3801,0.3964,-0.0631
DB00280,-0.9841,0.7377,0.877,0.1438,-0.4561,-0.7463,0.4869,0.0412,0.2322,-0.8645,-0.2906,-0.5382,-0.2407,0.1386,0.2045,-0.6901,0.7045,0.101,0.0986,0.0357,0.2546,-0.3667,0.0106,-1.1887,0.0378,-0.2705,0.5162,0.1154,0.2752,-0.2298,-0.0519,-0.1875,0.4986,-0.0803,0.7722,1.0386,-0.0102,0.4052,-0.0065,0.3123,-0.0528,0.0124,-0.2021,0.0087,0.0271,0.1498,0.2404,-0.4827,-0.0093,0.3632,0.1427,-0.0655,-0.2213,-0.2263,0.1731,-0.1983,-0.3027,-0.1951,-0.2752,0.2201,-0.2448,0.4589,0.1063,0.2848,-0.3168,0.4642,0.0446,-0.2854,-0.2281,0.3269,0.1528,-0.4661,-0.1684,0.3016,0.5209,-0.6027,0.0908,-0.1413,-0.0208,0.2373,0.2299,0.3509,-0.4032,0.3924,0.144,-0.4095,0.0272,0.2263,0.127,0.1161,-0.1213,0.0314,-0.5749,0.1828,0.1239,0.2547,-0.5416,0.3486,0.3966,0.2154
DB00281,-0.6782,0.0669,0.5964,0.0167,-0.0285,-1.0791,0.0034,0.0695,0.4219,-0.2047,-0.0027,0.3506,0.0712,0.2997,1.1454,0.1105,-0.1063,0.0202,0.2798,0.3991,0.0382,0.0408,-0.5101,0.654,-1.0097,0.1479,-0.0618,0.4546,0.0577,-0.4409,-0.3305,0.2887,-0.3629,0.1551,-0.268,0.2178,0.2137,-0.3272,-0.644,-0.5406,0.0497,0.145,0.2646,0.4987,-0.3232,0.2939,0.1831,0.0362,-0.2837,0.4336,0.3818,-0.3254,0.236,0.0432,-0.5239,-0.2573,0.0008,0.4471,-0.205,-0.1235,-0.2109,0.4385,0.0126,-0.171,-0.2869,-0.3135,0.5673,-0.0134,0.2782,0.4017,0.4675,0.0732,0.0993,0.1793,-0.3148,0.3215,-0.1035,-0.0106,-0.3353,-0.0028,0.0683,-0.1084,0.4081,0.5218,-0.0855,0.245,-0.3222,-0.3591,-0.389,-0.0741,-0.0709,0.2941,0.0437,0.1826,0.0951,-0.2589,0.1876,-0.1302,0.1067,-0.1473
DB00282,-1.0841,-1.2186,0.9667,0.2129,0.6554,0.5489,-0.0355,-0.3802,0.3516,0.4491,-0.0339,0.2171,-0.492,0.0182,0.297,0.1676,-0.1794,0.0548,-0.0079,-0.1737,0.6556,-0.1873,0.7857,0.1213,-0.0654,-0.4923,-0.1057,0.1388,0.0854,0.3026,-0.0239,0.2668,0.2776,0.0546,0.2812,0.0306,-0.3631,-0.5725,-0.0501,-0.3587,-0.3138,-0.1381,0.175,-0.1061,0.2263,-0.0003,-0.0183,-0.1422,0.1497,-0.1134,-0.2575,-0.0109,-0.0744,-0.1913,0.2436,0.3009,-0.1076,0.2648,0.1002,-0.0969,-0.2317,-0.0573,0.1432,-0.3826,-0.1146,0.0101,0.0788,-0.5484,0.1234,0.1249,0.0487,-0.6143,0.2315,-0.2367,-0.0296,0.4256,0.2251,-0.2715,-0.0933,0.3323,0.5584,0.2776,-0.4517,-0.2963,-0.1745,-0.3998,0.4962,-0.0559,-0.3784,-0.4884,0.2704,0.1802,-0.2218,-0.1009,0.4494,0.1613,-0.375,0.1844,-0.2831,0.0505
DB00283,-0.2288,0.8976,-1.1755,0.4946,-0.7402,0.2899,-0.5154,0.4983,0.5806,0.5264,1.0216,-0.7021,-1.1588,-0.3065,0.3324,-0.2362,-0.4712,-0.3392,0.0336,-0.2533,-0.0733,0.3756,0.7612,-0.4187,0.1867,-0.5151,-0.1421,0.3789,0.4845,0.4661,-0.6136,-0.2668,0.3975,0.2173,-0.2101,0.2248,-0.1388,-0.4932,-0.0424,-0.0027,-0.3714,-0.3823,-0.6061,-0.3831,0.3877,0.0516,-0.8112,-0.1973,-0.6302,0.5918,-0.1379,0.4294,-0.4009,0.0998,0.5812,-0.044,0.0727,-0.1231,0.2372,0.2197,0.0527,-0.3803,0.0284,-0.3484,0.0897,-0.091,-0.0554,-0.3009,-0.234,0.2744,0.1842,-0.2483,-0.0442,0.3724,-0.44,-0.1143,0.1535,0.0876,0.4272,-0.5308,-0.3029,0.1366,-0.6265,-0.0268,-0.1024,-0.4294,-0.0572,0.3015,0.2977,-0.1431,0.0411,0.2053,-0.1171,0.2795,0.3196,-0.5993,-0.3105,0.4852,0.0668,0.1077
DB00284,1.2707,-0.8779,1.1001,-0.8094,0.5934,1.0637,0.6573,1.8049,-0.2578,0.1033,0.2665,-0.6706,-0.3735,0.6089,0.0286,0.1575,0.2622,-0.1489,0.7343,0.1777,0.1576,0.3178,-1.2355,-0.0053,0.007,-0.1169,-0.4675,-0.0034,0.628,0.1868,0.6738,-0.7226,-0.2729,0.6245,-0.4702,-0.1864,-0.2627,0.0908,0.7424,-0.1484,-0.3022,0.2935,0.661,0.0917,-0.0776,-0.1301,-0.7052,-0.0939,-0.0167,0.2829,-0.1701,-0.3044,0.4789,0.1884,-0.1929,0.0767,0.1956,-0.2326,-0.0523,-0.0999,0.9272,-0.0475,0.9195,0.1231,0.4298,0.0633,-0.5487,-0.6005,0.087,-0.1573,-0.9441,0.1841,0.3591,0.3556,-0.4296,0.2556,0.1012,0.0563,-0.0101,-0.4868,-0.1607,0.5968,-0.0196,0.0682,-0.4456,0.3136,-0.0717,-0.0608,0.0008,0.346,0.7338,-1.2365,0.3015,-0.2467,-0.0011,-0.4489,-0.6744,-0.5333,0.8752,0.4579
DB00285,-0.2228,-0.4852,0.1097,-1.0048,-0.7282,-0.5499,-0.7341,0.8299,-0.721,-0.6937,0.4969,0.1325,-0.071,0.071,-0.3258,-0.6955,0.3213,-0.7715,-0.9186,-0.4209,-0.1491,-0.6436,0.124,-0.1365,0.4328,0.5466,-0.6153,0.0574,-0.2826,0.3552,0.8323,-0.226,-0.1763,-0.1365,-0.2483,0.2635,0.2592,-0.3009,-0.6695,-0.3904,-0.5634,0.2091,0.5882,0.1385,-0.1765,0.1572,-0.3644,-0.0985,0.4511,0.2208,-0.0842,0.6031,0.5887,-0.3634,0.1019,0.1132,0.2491,-0.0987,-0.1128,0.2805,0.3836,0.0903,0.055,-0.2719,-0.1722,-0.2971,0.2054,0.3517,0.0055,-0.2579,-0.2563,-0.4282,0.3105,-0.1977,-0.1614,-0.2344,-0.026,0.0128,-0.0932,0.1762,-0.6004,-0.2663,0.053,-0.3459,-0.1222,0.2856,-0.1154,-0.6335,0.1959,0.052,0.2146,0.2194,0.2218,-0.1592,-0.3527,-0.2432,-0.0276,0.0356,-0.5804,-0.2297
